"Ghotuo","aaa"
"Kamu","xmu"
"Malagasy, Antankarana","xmv"
"Malagasy, Tsimihety","xmw"
"Maden","xmx"
"Mayaguduna","xmy"
"Mori Bawah","xmz"
"Kanakanabu","xnb"
"Kuanhua","xnh"
"Kankanay, Northern","xnn"
"Kangri","xnr"
"Kanashi","xns"
"Narragansett","xnt"
"O'chi'chi'","xoc"
"Kokoda","xod"
"Soga","xog"
"Kominimung","xoi"
"Xokleng","xok"
"Komo","xom"
"Konkomba","xon"
"Xukurú","xoo"
"Kopar","xop"
"Korubo","xor"
"Kowaki","xow"
"Kpelle, Liberia","xpe"
"Kulina Pano","xpk"
"Kapinawá","xpn"
"Mohegan-Pequot","xpq"
"Krahô","xra"
"Karaboro, Eastern","xrb"
"Kreye","xre"
"Krikati-Timbira","xri"
"Marriammu","xru"
"Karawa","xrw"
"Sambal, Tinà","xsb"
"Sempan","xse"
"Shamang","xsh"
"Sio","xsi"
"Subi","xsj"
"Slavey, South","xsl"
"Kasem","xsm"
"Sanga","xsn"
"Silopi","xsp"
"Makhuwa-Saka","xsq"
"Sherpa","xsr"
"Sanumá","xsu"
"Saisiyat","xsy"
"Mixtec, Alcozauca","xta"
"Mixtec, Chazumba","xtb"
"Katcha-Kadugli-Miri","xtc"
"Mixtec, Diuxi-Tilantongo","xtd"
"Ketengban","xte"
"Mixtec, Sinicahua","xti"
"Mixtec, San Juan Teita","xtj"
"Mixtec, Tijaltepec","xtl"
"Mixtec, Magdalena Peñasco","xtm"
"Mixtec, Northern Tlaxiaco","xtn"
"Mixtec, San Miguel Piedras","xtp"
"Mixtec, Sindihui","xts"
"Mixtec, Tacahua","xtt"
"Mixtec, Cuyamecalco","xtu"
"Tawandê","xtw"
"Mixtec, Yoloxóchitl","xty"
"Kurumba, Alu","xua"
"Kurumba, Betta","xub"
"Kunigami","xug"
"Kurumba, Jennu","xuj"
"Kuo","xuo"
"Kuthant","xut"
"Khwe","xuu"
"Kamviri","xvi"
"Kwaza","xwa"
"Gbe, Xwela","xwe"
"Kwegu","xwg"
"Gbe, Western Xwla","xwl"
"Kwerba Mamberamo","xwr"
"Ke'o","xxk"
"Koropó","xxr"
"Yaminahua","yaa"
"Yuhup","yab"
"Yali, Pass Valley","yac"
"Yagua","yad"
"Pumé","yae"
"Yaka","yaf"
"Yámana","yag"
"Yazgulyam","yah"
"Yagnobi","yai"
"Banda-Yangere","yaj","true"
"Yakama","yak"
"Yalunka","yal"
"Yamba","yam"
"Mayangna","yan"
"Yao","yao"
"Yapese","yap"
"Yaqui","yaq"
"Yabarana","yar"
"Nugunu","yas"
"Yambeta","yat"
"Yuwana","yau"
"Yangben","yav"
"Yawalapití","yaw"
"Yauma","yax","true"
"Agwagwune","yay"
"Lokaa","yaz"
"Yala","yba"
"Yemba","ybb"
"Yangbye","ybd"
"Yugur, West","ybe"
"Yakha","ybh"
"Yamphu","ybi"
"Hasha","ybj"
"Bokha","ybk"
"Yukuben","ybl"
"Yaben","ybm"
"Yabaâna","ybn"
"Yabong","ybo"
"Yawiyo","ybx"
"Yaweyuha","yby"
"Chesu","ych"
"Lolopo","ycl"
"Yucuna","ycn"
"Chepya","ycp"
"Yiddish, Eastern","ydd"
"Yangum Dey","yde"
"Yidgha","ydg"
"Yoidik","ydk"
"Yiddish Sign Language","yds"
"Ravula","yea"
"Yeniche","yec"
"Yimas","yee"
"Yeni","yei"
"Yevanic","yej"
"Yela","yel"
"Yendang","yen"
"Tarok","yer"
"Yeskwa","yes"
"Yetfa","yet"
"Yerukula","yeu"
"Yapunda","yev"
"Yeyi","yey"
"Yangum Gel","ygl"
"Yagomi","ygm"
"Gepo","ygp"
"Yagaria","ygr"
"Yagwoia","ygw"
"Buyang, Baha","yha"
"Arabic, Judeo-Iraqi","yhd"
"Phowa, Hlepho","yhl"
"Yinggarda","yia"
"Ache","yif"
"Nasu, Wusa","yig"
"Yiddish, Western","yih"
"Yidiny","yii"
"Yindjibarndi","yij"
"Lalo, Dongshanba","yik"
"Yindjilandji","yil"
"Naga, Yimchungru","yim"
"Yinchia","yin"
"Pholo","yip"
"Miqie","yiq"
"Awyu, North","yir"
"Yis","yis"
"Lalu, Eastern","yit"
"Awu","yiu"
"Nisu, Northern","yiv"
"Axi","yix"
"Yir Yoront","yiy"
"Azhe","yiz"
"Yakan","yka"
"Yukaghir, Northern","ykg"
"Yoke","yki"
"Yakaikeke","ykk"
"Khlula","ykl"
"Kap","ykm"
"Yasa","yko"
"Yekora","ykr"
"Kathu","ykt"
"Yakoma","yky"
"Yaul","yla"
"Yaleba","ylb"
"Yele","yle"
"Yelogu","ylg"
"Yali, Angguruk","yli"
"Yil","yll"
"Limi","ylm"
"Buyang, Langnian","yln"
"Naluo","ylo"
"Yalarnnga","ylr"
"Aribwaung","ylu"
"Nyâlayu","yly"
"Yamphe","yma"
"Yambes","ymb"
"Muji, Southern","ymc"
"Muda","ymd"
"Yameo","yme"
"Yamongeri","ymg"
"Mili","ymh"
"Moji","ymi"
"Makwe","ymk"
"Iamalele","yml"
"Maay","ymm"
"Sunum","ymn"
"Yangum Mon","ymo"
"Yamap","ymp"
"Muji, Qila","ymq"
"Malasar","ymr"
"Muji, Northern","ymx"
"Muzi","ymz"
"Aluo","yna"
"Yandruwandha","ynd"
"Lang'e","yne"
"Yango","yng"
"Yangho","ynh"
"Yupik, Naukan","ynk"
"Yangulam","ynl"
"Yong","yno"
"Yansi","yns"
"Yahuna","ynu"
"Yoba","yob"
"Yogad","yog"
"Yonaguni","yoi"
"Yokuts","yok"
"Yombe","yom"
"Yonggom","yon"
"Yoruba","yor"
"Yos","yos"
"Yoron","yox"
"Yoy","yoy"
"Phala","ypa"
"Phowa, Labo","ypb"
"Phola","ypg"
"Phupha","yph"
"Phuma","ypm"
"Phowa, Ani","ypn"
"Phola, Alo","ypo"
"Phupa","ypp"
"Phuza","ypz"
"Yerakai","yra"
"Yareba","yrb"
"Yaouré","yre"
"Yarí","yri"
"Nenets","yrk"
"Nhengatu","yrl"
"Yerong","yrn"
"Yarsun","yrs"
"Yarawata","yrw"
"Samatao","ysd"
"Yugoslavian Sign Language","ysl"
"Sani","ysn"
"Nisi","yso"
"Lolopo, Southern","ysp"
"Yupik, Sirenik","ysr"
"Yessan-Mayo","yss"
"Sanie","ysy"
"Talu","yta"
"Tanglang","ytl"
"Thopho","ytp"
"Yout Wam","ytw"
"Maya, Yucatec","yua"
"Yugambal","yub"
"Yuchi","yuc"
"Arabic, Judeo-Tripolitanian","yud"
"Chinese, Yue","yue","true"
"Havasupai-Walapai-Yavapai","yuf"
"Wajiara","yui"
"Karkar-Yuri","yuj"
"Yuki","yuk"
"Yulu","yul"
"Quechan","yum"
"Bena","yun"
"Yukpa","yup"
"Yuqui","yuq"
"Yurok","yur"
"Yopno","yut"
"Yugh","yuu"
"Yau","yuw"
"Yukaghir, Southern","yux"
"Yugur, East","yuy"
"Yuracare","yuz"
"Yawa","yva"
"Yavitero","yvt"
"Kalou","ywa"
"Lalu, Western","ywl"
"Yawanawa","ywn"
"Yi, Wuding-Luquan","ywq"
"Yawuru","ywr"
"Lalo, Xishanba","ywt"
"Nasu, Wumeng","ywu"
"Yawarawarga","yww"
"Yau","yyu"
"Ayizi","yyz"
"Buyang E'ma","yzg"
"Zokhuo","yzk"
"Zapotec, Sierra de Juárez","zaa"
"Zapotec, San Juan Guelavía","zab"
"Zapotec, Ocotlán","zac"
"Zapotec, Cajonos","zad"
"Zapotec, Yareni","zae"
"Zapotec, Ayoquesco","zaf"
"Zaghawa","zag"
"Zangwal","zah"
"Zapotec, Isthmus","zai"
"Zaramo","zaj"
"Zanaki","zak"
"Zauzou","zal"
"Zapotec, Miahuatlán","zam"
"Zapotec, Ozolotepec","zao"
"Zapotec, Aloápam","zaq"
"Zapotec, Rincón","zar"
"Zapotec, Santo Domingo Albarradas","zas"
"Zapotec, Tabaa","zat"
"Zangskari","zau"
"Zapotec, Yatzachi","zav"
"Zapotec, Mitla","zaw"
"Zapotec, Xadani","zax"
"Zaysete","zay"
"Zari","zaz"
"Berawan, Central","zbc"
"Berawan, East","zbe"
"Batui","zbt"
"Berawan, West","zbw"
"Zapotec, Coatecas Altas","zca"
"Zhuang, Central Hongshuihe","zch"
"Comorian, Ngazidja","zdj"
"Zeeuws","zea"
"Zenag","zeg"
"Zhuang, Eastern Hongshuihe","zeh"
"Zenaga","zen"
"Kinga","zga"
"Zhuang, Guibei","zgb"
"Zhuang, Minz","zgm"
"Zhuang, Guibian","zgn"
"Magori","zgr"
"Zhaba","zhb"
"Zhuang, Dai","zhd"
"Zhire","zhi"
"Zhuang, Nong","zhn"
"Zhoa","zhw"
"Zia","zia"
"Zimbabwe Sign Language","zib"
"Zimakani","zik"
"Mesme","zim"
"Zinza","zin"
"Ziriya","zir"
"Zigula","ziw"
"Zizilivakan","ziz"
"Kaimbulawa","zka"
"Kaingáng, São Paulo","zkp"
"Zakhring","zkr"
"Zhuang, Liujiang","zlj"
"Malay","zlm"
"Zhuang, Lianshan","zln"
"Zhuang, Liuqian","zlq"
"Manda","zma"
"Zimba","zmb"
"Margany","zmc"
"Maridan","zmd"
"Mangerr","zme"
"Mfinu","zmf"
"Marti Ke","zmg"
"Makolkol","zmh"
"Negeri Sembilan Malay","zmi"
"Maridjabin","zmj"
"Mandandanyi","zmk"
"Madngele","zml"
"Marimanindji","zmm"
"Mbangwe","zmn"
"Molo","zmo"
"Mpuono","zmp"
"Mituku","zmq"
"Maranunggu","zmr"
"Mbesa","zms"
"Maringarr","zmt"
"Muruwari","zmu"
"Mbariman-Gudhinma","zmv"
"Mbo","zmw"
"Bomitaba","zmx"
"Mariyedi","zmy"
"Mbandja","zmz"
"Zan Gula","zna"
"Zande","zne"
"Mang","zng"
"Manangkari","znk"
"Mangas","zns"
"Zoque, Copainalá","zoc"
"Zoque, Chimalapa","zoh"
"Zo","zom"
"Zapotec, Asunción Mixtepec","zoo"
"Zoque, Tabasco","zoq"
"Zoque, Rayón","zor"
"Zoque, Francisco León","zos"
"Zapotec, Lachiguiri","zpa"
"Zapotec, Yautepec","zpb"
"Zapotec, Choapan","zpc"
"Zapotec, Southeastern Ixtlán","zpd"
"Zapotec, Petapa","zpe"
"Zapotec, San Pedro Quiatoni","zpf"
"Zapotec, Guevea de Humboldt","zpg"
"Zapotec, Totomachapan","zph"
"Zapotec, Santa María Quiegolani","zpi"
"Zapotec, Quiavicuzas","zpj"
"Zapotec, Tlacolulita","zpk"
"Zapotec, Lachixío","zpl"
"Zapotec, Mixtepec","zpm"
"Zapotec, Santa Inés Yatzechi","zpn"
"Zapotec, Amatlán","zpo"
"Zapotec, El Alto","zpp"
"Zapotec, Zoogocho","zpq"
"Zapotec, Santiago Xanica","zpr"
"Zapotec, Coatlán","zps"
"Zapotec, San Vicente Coatlán","zpt"
"Zapotec, Yalálag","zpu"
"Zapotec, Chichicapan","zpv"
"Zapotec, Zaniza","zpw"
"Zapotec, San Baltazar Loxicha","zpx"
"Zapotec, Mazaltepec","zpy"
"Zapotec, Texmelucan","zpz"
"Zhuang, Qiubei","zqe"
"Mirgan","zrg"
"Zerenkel","zrn"
"Záparo","zro"
"Zarphatic","zrp"
"Mairasi","zrs"
"Sarasira","zsa"
"Zambian Sign Language","zsl"
"Malay, Standard","zsm","true"
"Zapotec, Southern Rincon","zsr"
"Sukurum","zsu"
"Zapotec, Elotepec","zte"
"Zapotec, Xanaguía","ztg"
"Zapotec, Lapaguía-Guivini","ztl"
"Zapotec, San Agustín Mixtepec","ztm"
"Zapotec, Santa Catarina Albarradas","ztn"
"Zapotec, Loxicha","ztp"
"Zapotec, Quioquitani-Quierí","ztq"
"Zapotec, Tilquiapan","zts"
"Zapotec, Tejalapan","ztt"
"Zapotec, Güilá","ztu"
"Zapotec, Zaachila","ztx"
"Zapotec, Yatee","zty"
"Zeem","zua"
"Tokano","zuh"
"Zulu","zul"
"Kumzari","zum"
"Zuni","zun"
"Zumaya","zuy"
"Zay","zwa"
"Zhuang, Yongbei","zyb"
"Zhuang, Yang","zyg"
"Zhuang, Youjiang","zyj"
"Zhuang, Yongnan","zyn"
"Zyphe","zyp"
"Zhuang, Zuojiang","zzj"
